"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000000, 1, 0.000000, activation=''sigmoid'', cell_size='256', dropout='0.5', epochs='10', learning_decay_rate='0.6', n_cell='2', nn_type=''LSTM'', optimizer=''adam'', optimizer_lr='0.01'
